Run-time: 3888.154792070389 seconds
Algorithm: T-GRAANK 
   - H5Py implementation 
No. of (dataset) attributes: 9
No. of (dataset) tuples: 10000
Minimum support: 0.5
Minimum representativity: 0.9
Multi-core execution: True
Number of cores: 14
Number of tasks: 1000

0. Date
1. Time
2. Global_active_power**
3. Global_reactive_power
4. Voltage
5. Global_intensity
6. Sub_metering_1
7. Sub_metering_2
8. Sub_metering_3

File: data/UCI_household_power_consumption10k.csv

Pattern : Support
['2+', '3+'] : 0.541 | ~ +24.0 hours : 0.001
['3-', '2-'] : 0.5 | ~ +24.0 hours : 0.008
['5+', '3+'] : 0.536 | ~ +24.0 hours : 0.008
['3-', '5-'] : 0.536 | ~ +24.0 hours : 0.008
['5+', '4-'] : 0.75 | ~ +24.0 hours : 0.008
['5+', '2+', '4-'] : 0.645 | ~ +24.0 hours : 0.008
['2-', '4+', '5-'] : 0.645 | ~ +24.0 hours : 0.008
['5+', '3+'] : 0.536 | ~ +24.0 hours : 0.008
['3-', '5-'] : 0.536 | ~ +24.0 hours : 0.008
['5+', '4-'] : 0.75 | ~ +24.0 hours : 0.008
['5+', '2+', '4-'] : 0.639 | ~ +24.0 hours : 0.008
['2-', '4+', '5-'] : 0.639 | ~ +24.0 hours : 0.008
['5+', '3+'] : 0.536 | ~ +24.0 hours : 0.009
['3-', '5-'] : 0.536 | ~ +24.0 hours : 0.009
['5+', '4-'] : 0.75 | ~ +24.0 hours : 0.009
['5+', '2+', '4-'] : 0.633 | ~ +24.0 hours : 0.009
['2-', '4+', '5-'] : 0.633 | ~ +24.0 hours : 0.009
['5+', '3+'] : 0.536 | ~ +24.0 hours : 0.01
['3-', '5-'] : 0.536 | ~ +24.0 hours : 0.01
['5+', '4-'] : 0.75 | ~ +24.0 hours : 0.01
['5+', '2+', '4-'] : 0.63 | ~ +24.0 hours : 0.01
['2-', '4+', '5-'] : 0.63 | ~ +24.0 hours : 0.01
['5+', '3+'] : 0.536 | ~ +24.0 hours : 0.011
['3-', '5-'] : 0.536 | ~ +24.0 hours : 0.011
['5+', '4-'] : 0.75 | ~ +24.0 hours : 0.011
['5+', '2+', '4-'] : 0.629 | ~ +24.0 hours : 0.011
['2-', '4+', '5-'] : 0.629 | ~ +24.0 hours : 0.011
['5+', '3+'] : 0.536 | ~ +24.0 hours : 0.011
['3-', '5-'] : 0.536 | ~ +24.0 hours : 0.011
['5+', '4-'] : 0.75 | ~ +24.0 hours : 0.011
['5+', '2+', '4-'] : 0.627 | ~ +24.0 hours : 0.011
['2-', '4+', '5-'] : 0.627 | ~ +24.0 hours : 0.011
['5+', '3+'] : 0.536 | ~ +24.0 hours : 0.012
['3-', '5-'] : 0.536 | ~ +24.0 hours : 0.012
['5+', '4-'] : 0.75 | ~ +24.0 hours : 0.012
['5+', '2+', '4-'] : 0.624 | ~ +24.0 hours : 0.012
['2-', '4+', '5-'] : 0.624 | ~ +24.0 hours : 0.012
['5+', '3+'] : 0.536 | ~ +24.0 hours : 0.013
['3-', '5-'] : 0.536 | ~ +24.0 hours : 0.013
['5+', '4-'] : 0.75 | ~ +24.0 hours : 0.013
['5+', '2+', '4-'] : 0.62 | ~ +24.0 hours : 0.013
['2-', '4+', '5-'] : 0.62 | ~ +24.0 hours : 0.013
['5+', '3+'] : 0.536 | ~ +24.0 hours : 0.013
['3-', '5-'] : 0.536 | ~ +24.0 hours : 0.013
['5+', '4-'] : 0.75 | ~ +24.0 hours : 0.013
['5+', '2+', '4-'] : 0.619 | ~ +24.0 hours : 0.013
['2-', '4+', '5-'] : 0.619 | ~ +24.0 hours : 0.013
['5+', '3+'] : 0.536 | ~ +24.0 hours : 0.014
['3-', '5-'] : 0.536 | ~ +24.0 hours : 0.014
['5+', '4-'] : 0.75 | ~ +24.0 hours : 0.014
['5+', '2+', '4-'] : 0.619 | ~ +24.0 hours : 0.014
['2-', '4+', '5-'] : 0.619 | ~ +24.0 hours : 0.014
['5+', '3+'] : 0.536 | ~ +24.0 hours : 0.015
['3-', '5-'] : 0.536 | ~ +24.0 hours : 0.015
['5+', '4-'] : 0.75 | ~ +24.0 hours : 0.015
['5+', '2+', '4-'] : 0.616 | ~ +24.0 hours : 0.015
['2-', '4+', '5-'] : 0.616 | ~ +24.0 hours : 0.015
['5+', '3+'] : 0.536 | ~ +24.0 hours : 0.015
['3-', '5-'] : 0.536 | ~ +24.0 hours : 0.015
['5+', '4-'] : 0.75 | ~ +24.0 hours : 0.015
['5+', '2+', '4-'] : 0.612 | ~ +24.0 hours : 0.015
['2-', '4+', '5-'] : 0.612 | ~ +24.0 hours : 0.015
['5+', '3+'] : 0.536 | ~ +24.0 hours : 0.016
['3-', '5-'] : 0.536 | ~ +24.0 hours : 0.016
['5+', '4-'] : 0.75 | ~ +24.0 hours : 0.016
['5+', '2+', '4-'] : 0.61 | ~ +24.0 hours : 0.016
['2-', '4+', '5-'] : 0.61 | ~ +24.0 hours : 0.016
['5+', '3+'] : 0.536 | ~ +24.0 hours : 0.017
['3-', '5-'] : 0.536 | ~ +24.0 hours : 0.017
['5+', '4-'] : 0.75 | ~ +24.0 hours : 0.017
['5+', '2+', '4-'] : 0.609 | ~ +24.0 hours : 0.017
['2-', '4+', '5-'] : 0.609 | ~ +24.0 hours : 0.017
['5+', '3+'] : 0.536 | ~ +24.0 hours : 0.018
['3-', '5-'] : 0.536 | ~ +24.0 hours : 0.018
['5+', '4-'] : 0.75 | ~ +24.0 hours : 0.018
['5+', '2+', '4-'] : 0.608 | ~ +24.0 hours : 0.018
['2-', '4+', '5-'] : 0.608 | ~ +24.0 hours : 0.018
['5+', '3+'] : 0.536 | ~ +24.0 hours : 0.018
['3-', '5-'] : 0.536 | ~ +24.0 hours : 0.018
['5+', '4-'] : 0.75 | ~ +24.0 hours : 0.018
['5+', '2+', '4-'] : 0.607 | ~ +24.0 hours : 0.018
['2-', '4+', '5-'] : 0.607 | ~ +24.0 hours : 0.018
['5+', '3+'] : 0.536 | ~ +24.0 hours : 0.019
['3-', '5-'] : 0.536 | ~ +24.0 hours : 0.019
['5+', '4-'] : 0.75 | ~ +24.0 hours : 0.019
['5+', '2+', '4-'] : 0.606 | ~ +24.0 hours : 0.019
['2-', '4+', '5-'] : 0.606 | ~ +24.0 hours : 0.019
['5+', '3+'] : 0.537 | ~ +24.0 hours : 0.02
['3-', '5-'] : 0.537 | ~ +24.0 hours : 0.02
['5+', '4-'] : 0.75 | ~ +24.0 hours : 0.02
['5+', '2+', '4-'] : 0.605 | ~ +24.0 hours : 0.02
['2-', '4+', '5-'] : 0.605 | ~ +24.0 hours : 0.02
['5+', '3+'] : 0.537 | ~ +24.0 hours : 0.02
['3-', '5-'] : 0.537 | ~ +24.0 hours : 0.02
['5+', '4-'] : 0.75 | ~ +24.0 hours : 0.02
['5+', '2+', '4-'] : 0.604 | ~ +24.0 hours : 0.02
['2-', '4+', '5-'] : 0.604 | ~ +24.0 hours : 0.02
['5+', '3+'] : 0.537 | ~ +24.0 hours : 0.021
['3-', '5-'] : 0.537 | ~ +24.0 hours : 0.021
['5+', '4-'] : 0.75 | ~ +24.0 hours : 0.021
['5+', '2+', '4-'] : 0.603 | ~ +24.0 hours : 0.021
['2-', '4+', '5-'] : 0.603 | ~ +24.0 hours : 0.021
['5+', '3+'] : 0.537 | ~ +24.0 hours : 0.022
['3-', '5-'] : 0.537 | ~ +24.0 hours : 0.022
['5+', '4-'] : 0.75 | ~ +24.0 hours : 0.022
['5+', '2+', '4-'] : 0.603 | ~ +24.0 hours : 0.022
['2-', '4+', '5-'] : 0.603 | ~ +24.0 hours : 0.022
['2+', '3+'] : 0.501 | ~ +24.0 hours : 0.022
['3-', '2-'] : 0.501 | ~ +24.0 hours : 0.022
['5+', '3+'] : 0.537 | ~ +24.0 hours : 0.022
['3-', '5-'] : 0.537 | ~ +24.0 hours : 0.022
['5+', '4-'] : 0.75 | ~ +24.0 hours : 0.022
['5+', '2+', '4-'] : 0.602 | ~ +24.0 hours : 0.022
['2-', '4+', '5-'] : 0.602 | ~ +24.0 hours : 0.022
['2+', '3+'] : 0.503 | ~ +24.0 hours : 0.023
['3-', '2-'] : 0.503 | ~ +24.0 hours : 0.023
['5+', '3+'] : 0.537 | ~ +24.0 hours : 0.023
['3-', '5-'] : 0.537 | ~ +24.0 hours : 0.023
['5+', '4-'] : 0.75 | ~ +24.0 hours : 0.023
['5+', '2+', '4-'] : 0.602 | ~ +24.0 hours : 0.023
['2-', '4+', '5-'] : 0.602 | ~ +24.0 hours : 0.023
['2+', '3+'] : 0.505 | ~ +24.0 hours : 0.024
['3-', '2-'] : 0.505 | ~ +24.0 hours : 0.024
['5+', '3+'] : 0.537 | ~ +24.0 hours : 0.024
['3-', '5-'] : 0.537 | ~ +24.0 hours : 0.024
['5+', '4-'] : 0.75 | ~ +24.0 hours : 0.024
['5+', '2+', '4-'] : 0.6 | ~ +24.0 hours : 0.024
['2-', '4+', '5-'] : 0.6 | ~ +24.0 hours : 0.024
['2+', '3+'] : 0.507 | ~ +24.0 hours : 0.025
['3-', '2-'] : 0.507 | ~ +24.0 hours : 0.025
['5+', '3+'] : 0.537 | ~ +24.0 hours : 0.025
['3-', '5-'] : 0.537 | ~ +24.0 hours : 0.025
['5+', '4-'] : 0.75 | ~ +24.0 hours : 0.025
['5+', '2+', '4-'] : 0.599 | ~ +24.0 hours : 0.025
['2-', '4+', '5-'] : 0.599 | ~ +24.0 hours : 0.025
['2+', '3+'] : 0.509 | ~ +24.0 hours : 0.025
['3-', '2-'] : 0.509 | ~ +24.0 hours : 0.025
['5+', '3+'] : 0.537 | ~ +24.0 hours : 0.025
['3-', '5-'] : 0.537 | ~ +24.0 hours : 0.025
['5+', '4-'] : 0.75 | ~ +24.0 hours : 0.025
['5+', '2+', '4-'] : 0.6 | ~ +24.0 hours : 0.025
['2-', '4+', '5-'] : 0.6 | ~ +24.0 hours : 0.025
['2+', '3+'] : 0.511 | ~ +24.0 hours : 0.026
['3-', '2-'] : 0.511 | ~ +24.0 hours : 0.026
['5+', '3+'] : 0.537 | ~ +24.0 hours : 0.026
['3-', '5-'] : 0.537 | ~ +24.0 hours : 0.026
['5+', '4-'] : 0.75 | ~ +24.0 hours : 0.026
['5+', '2+', '4-'] : 0.599 | ~ +24.0 hours : 0.026
['2-', '4+', '5-'] : 0.599 | ~ +24.0 hours : 0.026
['2+', '3+'] : 0.512 | ~ +24.0 hours : 0.027
['3-', '2-'] : 0.512 | ~ +24.0 hours : 0.027
['5+', '3+'] : 0.537 | ~ +24.0 hours : 0.027
['3-', '5-'] : 0.537 | ~ +24.0 hours : 0.027
['5+', '4-'] : 0.75 | ~ +24.0 hours : 0.027
['5+', '2+', '4-'] : 0.598 | ~ +24.0 hours : 0.027
['2-', '4+', '5-'] : 0.598 | ~ +24.0 hours : 0.027
['2+', '3+'] : 0.512 | ~ +24.0 hours : 0.027
['3-', '2-'] : 0.512 | ~ +24.0 hours : 0.027
['5+', '3+'] : 0.537 | ~ +24.0 hours : 0.027
['3-', '5-'] : 0.537 | ~ +24.0 hours : 0.027
['5+', '4-'] : 0.75 | ~ +24.0 hours : 0.027
['5+', '2+', '4-'] : 0.596 | ~ +24.0 hours : 0.027
['2-', '4+', '5-'] : 0.596 | ~ +24.0 hours : 0.027
['2+', '3+'] : 0.512 | ~ +24.0 hours : 0.028
['3-', '2-'] : 0.512 | ~ +24.0 hours : 0.028
['5+', '3+'] : 0.537 | ~ +24.0 hours : 0.028
['3-', '5-'] : 0.537 | ~ +24.0 hours : 0.028
['5+', '4-'] : 0.75 | ~ +24.0 hours : 0.028
['5+', '2+', '4-'] : 0.595 | ~ +24.0 hours : 0.028
['2-', '4+', '5-'] : 0.595 | ~ +24.0 hours : 0.028
['2+', '3+'] : 0.51 | ~ +24.0 hours : 0.029
['3-', '2-'] : 0.51 | ~ +24.0 hours : 0.029
['5+', '3+'] : 0.537 | ~ +24.0 hours : 0.029
['3-', '5-'] : 0.537 | ~ +24.0 hours : 0.029
['5+', '4-'] : 0.75 | ~ +24.0 hours : 0.029
['5+', '2+', '4-'] : 0.596 | ~ +24.0 hours : 0.029
['2-', '4+', '5-'] : 0.596 | ~ +24.0 hours : 0.029
['2+', '3+'] : 0.508 | ~ +24.0 hours : 0.03
['3-', '2-'] : 0.508 | ~ +24.0 hours : 0.03
['5+', '3+'] : 0.537 | ~ +24.0 hours : 0.03
['3-', '5-'] : 0.537 | ~ +24.0 hours : 0.03
['5+', '4-'] : 0.749 | ~ +24.0 hours : 0.03
['5+', '2+', '4-'] : 0.593 | ~ +24.0 hours : 0.03
['2-', '4+', '5-'] : 0.593 | ~ +24.0 hours : 0.03
['2+', '3+'] : 0.505 | ~ +24.0 hours : 0.03
['3-', '2-'] : 0.505 | ~ +24.0 hours : 0.03
['5+', '3+'] : 0.537 | ~ +24.0 hours : 0.03
['3-', '5-'] : 0.537 | ~ +24.0 hours : 0.03
['5+', '4-'] : 0.749 | ~ +24.0 hours : 0.03
['5+', '2+', '4-'] : 0.591 | ~ +24.0 hours : 0.03
['2-', '4+', '5-'] : 0.591 | ~ +24.0 hours : 0.03
['2+', '3+'] : 0.502 | ~ +24.0 hours : 0.031
['3-', '2-'] : 0.502 | ~ +24.0 hours : 0.031
['5+', '3+'] : 0.537 | ~ +24.0 hours : 0.031
['3-', '5-'] : 0.537 | ~ +24.0 hours : 0.031
['5+', '4-'] : 0.749 | ~ +24.0 hours : 0.031
['5+', '2+', '4-'] : 0.588 | ~ +24.0 hours : 0.031
['2-', '4+', '5-'] : 0.588 | ~ +24.0 hours : 0.031
['5+', '3+'] : 0.537 | ~ +24.0 hours : 0.032
['3-', '5-'] : 0.537 | ~ +24.0 hours : 0.032
['5+', '4-'] : 0.749 | ~ +24.0 hours : 0.032
['5+', '2+', '4-'] : 0.586 | ~ +24.0 hours : 0.032
['2-', '4+', '5-'] : 0.586 | ~ +24.0 hours : 0.032
['5+', '3+'] : 0.537 | ~ +24.0 hours : 0.032
['3-', '5-'] : 0.537 | ~ +24.0 hours : 0.032
['5+', '4-'] : 0.749 | ~ +24.0 hours : 0.032
['5+', '2+', '4-'] : 0.585 | ~ +24.0 hours : 0.032
['2-', '4+', '5-'] : 0.585 | ~ +24.0 hours : 0.032
['5+', '3+'] : 0.537 | ~ +24.0 hours : 0.033
['3-', '5-'] : 0.537 | ~ +24.0 hours : 0.033
['5+', '4-'] : 0.749 | ~ +24.0 hours : 0.033
['5+', '2+', '4-'] : 0.584 | ~ +24.0 hours : 0.033
['2-', '4+', '5-'] : 0.584 | ~ +24.0 hours : 0.033
['5+', '3+'] : 0.537 | ~ +24.0 hours : 0.034
['3-', '5-'] : 0.537 | ~ +24.0 hours : 0.034
['5+', '4-'] : 0.749 | ~ +24.0 hours : 0.034
['5+', '2+', '4-'] : 0.583 | ~ +24.0 hours : 0.034
['2-', '4+', '5-'] : 0.583 | ~ +24.0 hours : 0.034
['5+', '3+'] : 0.536 | ~ +24.0 hours : 0.034
['3-', '5-'] : 0.536 | ~ +24.0 hours : 0.034
['5+', '4-'] : 0.749 | ~ +24.0 hours : 0.034
['5+', '2+', '4-'] : 0.58 | ~ +24.0 hours : 0.034
['2-', '4+', '5-'] : 0.58 | ~ +24.0 hours : 0.034
['5+', '3+'] : 0.536 | ~ +24.0 hours : 0.035
['3-', '5-'] : 0.536 | ~ +24.0 hours : 0.035
['5+', '4-'] : 0.749 | ~ +24.0 hours : 0.035
['5+', '2+', '4-'] : 0.577 | ~ +24.0 hours : 0.035
['2-', '4+', '5-'] : 0.577 | ~ +24.0 hours : 0.035
['5+', '3+'] : 0.536 | ~ +24.0 hours : 0.036
['3-', '5-'] : 0.536 | ~ +24.0 hours : 0.036
['5+', '4-'] : 0.749 | ~ +24.0 hours : 0.036
['5+', '2+', '4-'] : 0.577 | ~ +24.0 hours : 0.036
['2-', '4+', '5-'] : 0.577 | ~ +24.0 hours : 0.036
['5+', '3+'] : 0.536 | ~ +24.0 hours : 0.037
['3-', '5-'] : 0.536 | ~ +24.0 hours : 0.037
['5+', '4-'] : 0.749 | ~ +24.0 hours : 0.037
['5+', '2+', '4-'] : 0.576 | ~ +24.0 hours : 0.037
['2-', '4+', '5-'] : 0.576 | ~ +24.0 hours : 0.037
['5+', '3+'] : 0.536 | ~ +24.0 hours : 0.037
['3-', '5-'] : 0.536 | ~ +24.0 hours : 0.037
['5+', '4-'] : 0.749 | ~ +24.0 hours : 0.037
['5+', '2+', '4-'] : 0.574 | ~ +24.0 hours : 0.037
['2-', '4+', '5-'] : 0.574 | ~ +24.0 hours : 0.037
['5+', '3+'] : 0.537 | ~ +24.0 hours : 0.038
['3-', '5-'] : 0.537 | ~ +24.0 hours : 0.038
['5+', '4-'] : 0.749 | ~ +24.0 hours : 0.038
['5+', '2+', '4-'] : 0.572 | ~ +24.0 hours : 0.038
['2-', '4+', '5-'] : 0.572 | ~ +24.0 hours : 0.038
['5+', '3+'] : 0.537 | ~ +24.0 hours : 0.039
['3-', '5-'] : 0.537 | ~ +24.0 hours : 0.039
['5+', '4-'] : 0.749 | ~ +24.0 hours : 0.039
['5+', '2+', '4-'] : 0.569 | ~ +24.0 hours : 0.039
['2-', '4+', '5-'] : 0.569 | ~ +24.0 hours : 0.039
['5+', '3+'] : 0.537 | ~ +24.0 hours : 0.039
['3-', '5-'] : 0.537 | ~ +24.0 hours : 0.039
['5+', '4-'] : 0.749 | ~ +24.0 hours : 0.039
['5+', '2+', '4-'] : 0.57 | ~ +24.0 hours : 0.039
['2-', '4+', '5-'] : 0.57 | ~ +24.0 hours : 0.039
['5+', '3+'] : 0.537 | ~ +24.0 hours : 0.04
['3-', '5-'] : 0.537 | ~ +24.0 hours : 0.04
['5+', '4-'] : 0.749 | ~ +24.0 hours : 0.04
['5+', '2+', '4-'] : 0.569 | ~ +24.0 hours : 0.04
['2-', '4+', '5-'] : 0.569 | ~ +24.0 hours : 0.04
['5+', '3+'] : 0.537 | ~ +24.0 hours : 0.041
['3-', '5-'] : 0.537 | ~ +24.0 hours : 0.041
['5+', '4-'] : 0.749 | ~ +24.0 hours : 0.041
['5+', '2+', '4-'] : 0.568 | ~ +24.0 hours : 0.041
['2-', '4+', '5-'] : 0.568 | ~ +24.0 hours : 0.041
['5+', '3+'] : 0.537 | ~ +24.0 hours : 0.042
['3-', '5-'] : 0.537 | ~ +24.0 hours : 0.042
['5+', '4-'] : 0.749 | ~ +24.0 hours : 0.042
['5+', '2+', '4-'] : 0.566 | ~ +24.0 hours : 0.042
['2-', '4+', '5-'] : 0.566 | ~ +24.0 hours : 0.042
['5+', '3+'] : 0.537 | ~ +24.0 hours : 0.042
['3-', '5-'] : 0.537 | ~ +24.0 hours : 0.042
['5+', '4-'] : 0.749 | ~ +24.0 hours : 0.042
['5+', '2+', '4-'] : 0.566 | ~ +24.0 hours : 0.042
['2-', '4+', '5-'] : 0.566 | ~ +24.0 hours : 0.042
['5+', '3+'] : 0.537 | ~ +24.0 hours : 0.043
['3-', '5-'] : 0.537 | ~ +24.0 hours : 0.043
['5+', '4-'] : 0.749 | ~ +24.0 hours : 0.043
['5+', '2+', '4-'] : 0.565 | ~ +24.0 hours : 0.043
['2-', '4+', '5-'] : 0.565 | ~ +24.0 hours : 0.043
['5+', '3+'] : 0.537 | ~ +24.0 hours : 0.044
['3-', '5-'] : 0.537 | ~ +24.0 hours : 0.044
['5+', '4-'] : 0.749 | ~ +24.0 hours : 0.044
['5+', '2+', '4-'] : 0.564 | ~ +24.0 hours : 0.044
['2-', '4+', '5-'] : 0.564 | ~ +24.0 hours : 0.044
['5+', '3+'] : 0.537 | ~ +24.0 hours : 0.044
['3-', '5-'] : 0.537 | ~ +24.0 hours : 0.044
['5+', '4-'] : 0.749 | ~ +24.0 hours : 0.044
['5+', '2+', '4-'] : 0.562 | ~ +24.0 hours : 0.044
['2-', '4+', '5-'] : 0.562 | ~ +24.0 hours : 0.044
['5+', '3+'] : 0.537 | ~ +24.0 hours : 0.045
['3-', '5-'] : 0.537 | ~ +24.0 hours : 0.045
['5+', '4-'] : 0.749 | ~ +24.0 hours : 0.045
['5+', '2+', '4-'] : 0.561 | ~ +24.0 hours : 0.045
['2-', '4+', '5-'] : 0.561 | ~ +24.0 hours : 0.045
['5+', '3+'] : 0.537 | ~ +24.0 hours : 0.046
['3-', '5-'] : 0.537 | ~ +24.0 hours : 0.046
['5+', '4-'] : 0.749 | ~ +24.0 hours : 0.046
['5+', '2+', '4-'] : 0.561 | ~ +24.0 hours : 0.046
['2-', '4+', '5-'] : 0.561 | ~ +24.0 hours : 0.046
['5+', '3+'] : 0.538 | ~ +24.0 hours : 0.047
['3-', '5-'] : 0.538 | ~ +24.0 hours : 0.047
['5+', '4-'] : 0.749 | ~ +24.0 hours : 0.047
['5+', '2+', '4-'] : 0.561 | ~ +24.0 hours : 0.047
['2-', '4+', '5-'] : 0.561 | ~ +24.0 hours : 0.047
['5+', '3+'] : 0.538 | ~ +24.0 hours : 0.047
['3-', '5-'] : 0.538 | ~ +24.0 hours : 0.047
['5+', '4-'] : 0.749 | ~ +24.0 hours : 0.047
['5+', '2+', '4-'] : 0.561 | ~ +24.0 hours : 0.047
['2-', '4+', '5-'] : 0.561 | ~ +24.0 hours : 0.047
['5+', '3+'] : 0.538 | ~ +24.0 hours : 0.048
['3-', '5-'] : 0.538 | ~ +24.0 hours : 0.048
['5+', '4-'] : 0.749 | ~ +24.0 hours : 0.048
['5+', '2+', '4-'] : 0.56 | ~ +24.0 hours : 0.048
['2-', '4+', '5-'] : 0.56 | ~ +24.0 hours : 0.048
['5+', '3+'] : 0.538 | ~ +24.0 hours : 0.049
['3-', '5-'] : 0.538 | ~ +24.0 hours : 0.049
['5+', '4-'] : 0.749 | ~ +24.0 hours : 0.049
['5+', '2+', '4-'] : 0.559 | ~ +24.0 hours : 0.049
['2-', '4+', '5-'] : 0.559 | ~ +24.0 hours : 0.049
['5+', '3+'] : 0.538 | ~ +24.0 hours : 0.049
['3-', '5-'] : 0.538 | ~ +24.0 hours : 0.049
['5+', '4-'] : 0.749 | ~ +24.0 hours : 0.049
['5+', '2+', '4-'] : 0.557 | ~ +24.0 hours : 0.049
['2-', '4+', '5-'] : 0.557 | ~ +24.0 hours : 0.049
['5+', '3+'] : 0.538 | ~ +24.0 hours : 0.05
['3-', '5-'] : 0.538 | ~ +24.0 hours : 0.05
['5+', '4-'] : 0.749 | ~ +24.0 hours : 0.05
['5+', '2+', '4-'] : 0.557 | ~ +24.0 hours : 0.05
['2-', '4+', '5-'] : 0.557 | ~ +24.0 hours : 0.05
