BUDAPEST,BACS,BEKES,BORSOD,CSONGRAD,FEJER,GYOR,HAJDU,HEVES,JASZ,KOMAROM,NOGRAD,PEST,SOMOGY,SZABOLCS,TOLNA,VAS,VESZPREM,ZALA
189302400.0,83548800.0,1213200.0,159843600.0,63504000.0,189302400.0,38883600.0,158457600.0,20476800.0,189302400.0,1213200.0,196650000.0,126403200.0,83548800.0,123120000.0,190515600.0,29030400.0,159843600.0,127011600.0
189302400.0,93744000.0,9072000.0,157248000.0,63507600.0,189302400.0,56592000.0,133059600.0,33267600.0,189302400.0,9072000.0,214444800.0,126406800.0,93744000.0,128221200.0,180230400.0,29030400.0,157248000.0,104202000.0
189302400.0,93740400.0,1209600.0,157244400.0,48121200.0,189302400.0,61686000.0,150764400.0,33264000.0,189302400.0,1209600.0,219538800.0,103593600.0,93740400.0,128217600.0,190512000.0,8812800.0,157244400.0,121906800.0
189302400.0,104029200.0,11494800.0,142131600.0,76294800.0,189302400.0,71971200.0,168742800.0,43549200.0,189302400.0,11494800.0,229824000.0,131587200.0,104029200.0,138502800.0,200797200.0,36806400.0,142131600.0,137293200.0
189302400.0,73267200.0,1209600.0,149554800.0,63504000.0,189302400.0,61689600.0,158457600.0,12870000.0,189302400.0,1209600.0,219542400.0,126403200.0,73267200.0,115426800.0,190512000.0,29026800.0,149554800.0,127008000.0
189302400.0,91148400.0,16678800.0,157248000.0,63504000.0,189302400.0,46306800.0,158457600.0,30758400.0,189302400.0,16678800.0,204159600.0,126403200.0,91148400.0,128217600.0,172623600.0,29026800.0,157248000.0,127008000.0
189302400.0,93744000.0,1209600.0,157248000.0,40521600.0,189302400.0,64195200.0,143161200.0,33264000.0,189302400.0,1209600.0,222048000.0,126403200.0,93744000.0,128217600.0,190512000.0,29030400.0,157248000.0,114217200.0
189302400.0,111632400.0,19098000.0,175136400.0,76291200.0,189302400.0,79578000.0,176346000.0,51152400.0,189302400.0,19098000.0,237430800.0,131500800.0,111632400.0,146106000.0,208400400.0,34128000.0,175136400.0,144896400.0
189302400.0,65750400.0,1209600.0,141951600.0,63504000.0,189302400.0,61689600.0,158457600.0,33264000.0,189302400.0,1209600.0,219542400.0,126403200.0,65750400.0,135730800.0,190512000.0,29030400.0,141951600.0,127008000.0
189302400.0,83545200.0,3801600.0,157248000.0,63504000.0,189302400.0,38707200.0,158457600.0,50972400.0,189302400.0,3801600.0,196560000.0,126403200.0,83545200.0,153619200.0,193104000.0,29030400.0,157248000.0,127008000.0
189302400.0,93744000.0,21510000.0,157248000.0,63504000.0,189302400.0,56588400.0,163382400.0,33264000.0,189302400.0,21510000.0,214441200.0,126403200.0,93744000.0,128217600.0,210898800.0,29030400.0,157248000.0,134521200.0
189302400.0,91152000.0,1382400.0,154656000.0,76114800.0,189302400.0,59097600.0,178671600.0,30672000.0,189302400.0,1382400.0,216950400.0,131324400.0,91152000.0,125625600.0,187920000.0,6044400.0,154656000.0,149817600.0
189388800.0,73443600.0,19090800.0,141872400.0,43203600.0,189388800.0,41389200.0,138157200.0,12963600.0,189388800.0,19090800.0,199242000.0,131504400.0,73443600.0,105325200.0,170211600.0,6224400.0,141872400.0,106707600.0
189302400.0,103762800.0,1209600.0,180054000.0,63504000.0,189302400.0,61689600.0,158457600.0,40690800.0,189302400.0,1209600.0,219542400.0,126403200.0,103762800.0,143334000.0,190512000.0,29030400.0,180054000.0,127008000.0
189302400.0,121651200.0,11228400.0,157248000.0,63504000.0,189302400.0,76892400.0,158457600.0,58579200.0,189302400.0,11228400.0,234658800.0,126403200.0,121651200.0,128217600.0,200617200.0,29030400.0,157248000.0,124416000.0
189302400.0,93744000.0,1209600.0,157248000.0,68511600.0,189302400.0,61689600.0,170982000.0,33264000.0,189302400.0,1209600.0,219542400.0,123811200.0,93744000.0,128217600.0,190512000.0,29030400.0,157248000.0,142124400.0
189388800.0,83725200.0,8809200.0,147229200.0,76381200.0,189388800.0,51670800.0,148438800.0,23245200.0,189388800.0,8809200.0,209523600.0,131500800.0,83725200.0,113274000.0,180493200.0,36720000.0,147229200.0,116989200.0
189302400.0,93744000.0,1209600.0,169772400.0,63504000.0,189302400.0,61689600.0,158457600.0,38358000.0,189302400.0,1209600.0,219542400.0,126403200.0,93744000.0,141001200.0,190512000.0,29030400.0,169772400.0,127008000.0
189302400.0,111452400.0,8895600.0,157248000.0,63504000.0,189302400.0,66697200.0,158457600.0,56246400.0,189302400.0,8895600.0,224463600.0,126403200.0,111452400.0,128217600.0,195606000.0,29030400.0,157248000.0,122083200.0
189302400.0,93744000.0,1209600.0,157248000.0,63504000.0,189302400.0,84585600.0,168649200.0,33264000.0,189302400.0,1209600.0,242352000.0,121478400.0,93744000.0,128217600.0,213494400.0,29030400.0,157248000.0,139791600.0
186710400.0,86058000.0,6476400.0,149562000.0,73699200.0,186710400.0,54003600.0,150771600.0,25574400.0,186710400.0,6476400.0,211856400.0,131500800.0,86058000.0,120528000.0,182826000.0,28771200.0,149562000.0,119322000.0
212284800.0,91411200.0,1206000.0,167439600.0,63504000.0,212284800.0,61689600.0,158457600.0,28339200.0,212284800.0,1206000.0,219542400.0,126403200.0,91411200.0,130719600.0,190508400.0,54345600.0,167439600.0,127008000.0
189302400.0,109119600.0,1382400.0,157248000.0,63504000.0,189302400.0,61689600.0,158454000.0,46047600.0,189302400.0,1382400.0,222130800.0,126403200.0,109119600.0,148608000.0,185500800.0,29030400.0,157248000.0,127004400.0
189302400.0,93747600.0,16502400.0,157251600.0,63504000.0,189302400.0,79574400.0,158457600.0,33264000.0,189302400.0,16502400.0,240022800.0,126403200.0,93747600.0,128217600.0,203299200.0,29034000.0,157251600.0,129513600.0
186883200.0,96336000.0,3798000.0,159836400.0,73695600.0,186883200.0,64281600.0,178934400.0,35852400.0,186883200.0,3798000.0,222134400.0,131497200.0,96336000.0,130806000.0,193100400.0,36716400.0,159836400.0,149990400.0
186796800.0,78451200.0,14083200.0,141955200.0,48211200.0,186796800.0,46400400.0,143164800.0,17971200.0,186796800.0,14083200.0,204253200.0,131504400.0,78451200.0,107830800.0,175219200.0,36723600.0,141955200.0,111715200.0
189302400.0,98841600.0,8809200.0,175136400.0,63504000.0,189302400.0,61689600.0,158457600.0,38361600.0,189302400.0,8809200.0,212029200.0,126403200.0,98841600.0,141004800.0,190512000.0,29034000.0,175136400.0,127008000.0
189302400.0,93744000.0,8899200.0,157248000.0,63504000.0,189302400.0,69292800.0,151030800.0,33264000.0,189302400.0,8899200.0,229737600.0,126403200.0,93744000.0,128217600.0,195609600.0,29030400.0,157248000.0,121914000.0
199321200.0,103762800.0,11228400.0,167266800.0,73522800.0,199321200.0,71708400.0,178758000.0,43282800.0,199321200.0,11228400.0,229561200.0,131328000.0,103762800.0,138236400.0,200530800.0,34128000.0,167266800.0,149814000.0
186710400.0,86054400.0,6480000.0,142131600.0,73702800.0,186710400.0,54000000.0,150768000.0,25574400.0,186710400.0,6480000.0,211852800.0,131500800.0,86054400.0,120528000.0,182822400.0,34128000.0,142131600.0,119318400.0
189302400.0,91238400.0,1209600.0,167529600.0,63504000.0,189302400.0,61689600.0,158457600.0,28166400.0,189302400.0,1209600.0,219542400.0,126403200.0,91238400.0,130723200.0,190512000.0,29030400.0,167529600.0,127008000.0
189302400.0,109126800.0,1382400.0,157248000.0,63504000.0,189302400.0,61689600.0,158457600.0,46054800.0,189302400.0,1382400.0,222134400.0,126403200.0,109126800.0,128217600.0,185414400.0,29030400.0,157248000.0,127008000.0
189302400.0,93744000.0,16506000.0,157248000.0,53398800.0,189302400.0,79578000.0,158457600.0,33264000.0,189302400.0,16506000.0,219542400.0,126403200.0,93744000.0,128217600.0,203302800.0,29030400.0,157248000.0,129513600.0
186796800.0,96336000.0,3801600.0,159840000.0,73785600.0,186796800.0,64281600.0,161049600.0,35856000.0,186796800.0,3801600.0,222134400.0,131500800.0,96336000.0,130809600.0,193104000.0,36720000.0,159840000.0,129600000.0
186796800.0,65836800.0,14086800.0,141951600.0,48207600.0,186796800.0,46393200.0,143161200.0,5443200.0,186796800.0,14086800.0,204246000.0,111106800.0,65836800.0,107823600.0,175215600.0,13734000.0,141951600.0,111711600.0
189302400.0,98841600.0,8982000.0,157248000.0,63504000.0,189302400.0,51584400.0,158457600.0,38448000.0,189302400.0,8982000.0,211856400.0,126403200.0,98841600.0,141008400.0,177901200.0,29030400.0,157248000.0,127008000.0
189302400.0,93744000.0,8899200.0,157248000.0,63504000.0,189302400.0,69379200.0,150854400.0,33264000.0,189302400.0,8899200.0,229737600.0,126403200.0,93744000.0,128217600.0,195696000.0,29030400.0,157248000.0,121910400.0
186883200.0,103935600.0,11401200.0,167439600.0,73695600.0,186883200.0,71881200.0,178934400.0,43455600.0,186883200.0,11401200.0,229734000.0,131497200.0,103935600.0,138409200.0,200703600.0,34124400.0,167439600.0,149990400.0
186796800.0,86054400.0,6480000.0,141955200.0,55814400.0,186796800.0,54000000.0,150768000.0,25574400.0,186796800.0,6480000.0,211852800.0,131504400.0,86054400.0,105411600.0,182822400.0,34131600.0,141955200.0,119318400.0
189302400.0,91238400.0,1209600.0,167533200.0,63504000.0,189302400.0,61689600.0,158457600.0,28166400.0,189302400.0,1209600.0,204426000.0,126403200.0,91238400.0,130809600.0,190512000.0,29030400.0,167533200.0,127008000.0
189302400.0,93744000.0,1382400.0,157248000.0,63504000.0,189302400.0,61689600.0,140749200.0,33264000.0,189302400.0,1382400.0,222134400.0,126403200.0,93744000.0,128217600.0,185414400.0,29030400.0,157248000.0,111891600.0
189302400.0,93744000.0,1209600.0,157248000.0,53308800.0,189302400.0,61689600.0,158457600.0,33264000.0,189302400.0,1209600.0,219542400.0,111286800.0,93744000.0,128217600.0,190512000.0,16506000.0,157248000.0,129600000.0
186796800.0,96336000.0,3801600.0,142131600.0,73789200.0,186796800.0,64281600.0,161049600.0,35856000.0,186796800.0,3801600.0,222134400.0,131587200.0,96336000.0,130809600.0,193104000.0,36806400.0,142131600.0,129600000.0
189302400.0,80960400.0,1209600.0,157248000.0,63504000.0,189302400.0,61689600.0,158457600.0,17888400.0,189302400.0,1209600.0,219542400.0,126403200.0,80960400.0,120528000.0,190512000.0,29030400.0,157248000.0,127008000.0
189302400.0,98841600.0,11577600.0,157248000.0,63504000.0,189302400.0,51494400.0,158457600.0,35769600.0,189302400.0,11577600.0,211852800.0,126403200.0,98841600.0,128217600.0,175136400.0,29030400.0,157248000.0,127008000.0
189302400.0,93744000.0,6310800.0,157248000.0,43117200.0,189302400.0,69382800.0,148176000.0,33264000.0,189302400.0,6310800.0,229741200.0,126403200.0,93744000.0,128217600.0,193017600.0,29030400.0,157248000.0,119318400.0
186714000.0,106531200.0,13996800.0,170035200.0,73699200.0,186714000.0,74476800.0,178851600.0,46051200.0,186714000.0,13996800.0,232329600.0,131500800.0,106531200.0,141004800.0,203299200.0,36720000.0,170035200.0,139795200.0
186706800.0,88642800.0,3891600.0,141865200.0,58402800.0,186706800.0,56588400.0,153356400.0,5356800.0,186706800.0,3891600.0,214441200.0,121302000.0,88642800.0,107823600.0,185410800.0,23929200.0,141865200.0,121906800.0
189302400.0,88560000.0,19004400.0,164854800.0,63504000.0,189302400.0,41302800.0,158457600.0,28166400.0,189302400.0,19004400.0,201834000.0,126403200.0,88560000.0,130813200.0,167619600.0,29030400.0,164854800.0,127008000.0
189302400.0,93744000.0,1296000.0,157248000.0,63504000.0,189302400.0,59097600.0,140576400.0,33264000.0,189302400.0,1296000.0,219542400.0,126403200.0,93744000.0,128217600.0,185414400.0,29030400.0,157248000.0,111715200.0
186624000.0,113958000.0,21423600.0,177462000.0,73522800.0,186624000.0,81903600.0,178671600.0,53478000.0,186624000.0,21423600.0,239756400.0,131324400.0,113958000.0,148431600.0,210726000.0,33868800.0,177462000.0,149817600.0
186710400.0,96249600.0,3715200.0,141872400.0,66009600.0,186710400.0,64195200.0,160963200.0,35773200.0,186710400.0,3715200.0,222048000.0,131504400.0,96249600.0,105325200.0,193017600.0,34041600.0,141872400.0,129513600.0
189302400.0,80956800.0,1213200.0,157248000.0,63504000.0,189302400.0,61689600.0,158457600.0,17884800.0,189302400.0,1213200.0,219542400.0,126403200.0,80956800.0,120528000.0,190515600.0,29030400.0,157248000.0,127008000.0
189302400.0,98845200.0,11577600.0,157248000.0,63507600.0,189302400.0,51494400.0,158461200.0,35773200.0,189302400.0,11577600.0,211852800.0,126403200.0,98845200.0,128221200.0,175132800.0,29030400.0,157248000.0,101610000.0
189302400.0,93740400.0,1209600.0,157244400.0,43027200.0,189302400.0,61686000.0,148172400.0,33264000.0,189302400.0,1209600.0,219538800.0,101001600.0,93740400.0,128217600.0,193017600.0,6220800.0,157244400.0,119314800.0
186710400.0,106534800.0,14000400.0,170038800.0,73699200.0,186710400.0,74476800.0,171248400.0,46054800.0,186710400.0,14000400.0,232329600.0,131500800.0,106534800.0,141008400.0,203302800.0,36720000.0,170038800.0,139798800.0
191808000.0,70934400.0,1209600.0,146962800.0,63504000.0,191808000.0,61689600.0,158457600.0,10281600.0,191808000.0,1209600.0,219542400.0,126403200.0,70934400.0,112921200.0,190512000.0,29026800.0,146962800.0,127008000.0
189302400.0,88642800.0,19184400.0,157248000.0,63504000.0,189302400.0,41212800.0,158457600.0,28162800.0,189302400.0,19184400.0,201654000.0,126403200.0,88642800.0,128217600.0,167529600.0,29026800.0,157248000.0,127008000.0
189302400.0,93744000.0,1296000.0,157248000.0,35510400.0,189302400.0,59094000.0,140569200.0,33264000.0,189302400.0,1296000.0,219542400.0,126403200.0,93744000.0,128217600.0,185410800.0,29030400.0,157248000.0,111711600.0
186714000.0,114138000.0,21603600.0,177642000.0,73699200.0,186714000.0,82083600.0,178851600.0,53658000.0,186714000.0,21603600.0,239936400.0,131500800.0,114138000.0,148611600.0,210906000.0,34041600.0,177642000.0,147402000.0
186706800.0,96249600.0,3715200.0,141865200.0,66009600.0,186706800.0,64195200.0,160963200.0,35769600.0,186706800.0,3715200.0,222048000.0,128908800.0,96249600.0,135648000.0,193017600.0,34041600.0,141865200.0,129513600.0
189302400.0,80953200.0,1209600.0,157248000.0,63504000.0,189302400.0,33696000.0,158457600.0,48466800.0,189302400.0,1209600.0,194227200.0,126403200.0,80953200.0,151023600.0,190512000.0,29030400.0,157248000.0,127008000.0
189302400.0,93744000.0,18918000.0,157248000.0,63504000.0,189302400.0,51490800.0,161049600.0,33264000.0,189302400.0,18918000.0,211935600.0,126403200.0,93744000.0,128217600.0,205628400.0,29030400.0,157248000.0,131932800.0
189302400.0,93744000.0,1209600.0,157248000.0,73522800.0,189302400.0,61689600.0,178844400.0,33264000.0,189302400.0,1209600.0,219542400.0,131328000.0,93744000.0,128217600.0,190512000.0,6048000.0,157248000.0,149814000.0
186710400.0,76035600.0,16498800.0,142131600.0,73702800.0,186710400.0,43981200.0,140749200.0,15555600.0,186710400.0,16498800.0,201834000.0,131500800.0,76035600.0,110509200.0,172803600.0,6220800.0,142131600.0,109299600.0
189302400.0,101257200.0,1209600.0,177634800.0,63504000.0,189302400.0,61689600.0,158457600.0,38271600.0,189302400.0,1209600.0,219542400.0,126403200.0,101257200.0,140742000.0,190512000.0,29030400.0,177634800.0,127008000.0
189302400.0,119145600.0,8636400.0,157248000.0,63504000.0,189302400.0,71708400.0,158457600.0,56160000.0,189302400.0,8636400.0,232153200.0,126403200.0,119145600.0,128217600.0,195433200.0,29030400.0,157248000.0,127008000.0
189302400.0,93744000.0,26524800.0,157248000.0,63504000.0,189302400.0,89596800.0,168562800.0,33264000.0,189302400.0,26524800.0,219542400.0,126403200.0,93744000.0,128217600.0,213321600.0,29030400.0,157248000.0,139532400.0
186796800.0,86317200.0,6217200.0,149821200.0,73785600.0,186796800.0,54262800.0,151030800.0,25837200.0,186796800.0,6217200.0,212115600.0,131500800.0,86317200.0,120790800.0,183085200.0,36806400.0,149821200.0,119581200.0
186796800.0,65836800.0,24105600.0,142038000.0,38188800.0,186796800.0,36374400.0,133142400.0,7948800.0,186796800.0,24105600.0,194227200.0,101088000.0,65836800.0,113094000.0,165196800.0,3715200.0,142038000.0,101692800.0
189302400.0,108860400.0,6303600.0,157248000.0,63504000.0,189302400.0,61689600.0,158457600.0,51145200.0,189302400.0,6303600.0,221875200.0,126403200.0,108860400.0,128217600.0,193100400.0,29030400.0,157248000.0,127008000.0
189302400.0,93744000.0,24192000.0,157248000.0,61171200.0,189302400.0,79398000.0,163551600.0,33264000.0,189302400.0,24192000.0,239756400.0,126403200.0,93744000.0,128217600.0,210988800.0,29030400.0,157248000.0,137199600.0
186796800.0,88650000.0,3884400.0,152154000.0,73785600.0,186796800.0,56595600.0,176346000.0,28170000.0,186796800.0,3884400.0,214448400.0,131500800.0,88650000.0,123120000.0,185418000.0,28944000.0,152154000.0,121914000.0
186796800.0,65836800.0,21776400.0,139359600.0,40521600.0,186796800.0,38707200.0,135475200.0,10278000.0,186796800.0,21776400.0,196560000.0,103420800.0,65836800.0,105231600.0,167529600.0,28944000.0,139359600.0,104025600.0
189302400.0,106527600.0,3715200.0,180230400.0,63504000.0,189302400.0,59356800.0,158454000.0,40863600.0,189302400.0,3715200.0,219542400.0,126403200.0,106527600.0,146102400.0,182995200.0,29030400.0,180230400.0,127004400.0
189306000.0,93747600.0,13996800.0,157251600.0,63504000.0,189306000.0,77068800.0,153450000.0,33264000.0,189306000.0,13996800.0,237427200.0,126403200.0,93747600.0,128217600.0,200707200.0,29034000.0,157251600.0,127008000.0
186710400.0,98668800.0,6130800.0,162169200.0,73522800.0,186710400.0,66614400.0,176166000.0,38185200.0,186710400.0,6130800.0,224467200.0,131324400.0,98668800.0,133138800.0,195433200.0,33955200.0,162169200.0,149817600.0
186710400.0,80956800.0,11577600.0,139453200.0,50716800.0,186710400.0,48906000.0,145670400.0,20476800.0,186710400.0,11577600.0,206758800.0,131504400.0,80956800.0,108003600.0,177724800.0,34128000.0,139453200.0,114220800.0
189302400.0,96249600.0,1209600.0,170035200.0,63504000.0,189302400.0,61689600.0,158457600.0,33264000.0,189302400.0,1209600.0,219542400.0,126403200.0,96249600.0,138499200.0,190512000.0,29034000.0,170035200.0,127008000.0
